sample interval	  ECG I	iltered
           2830	 -0.060	 -0.055
           2831	 -0.040	 -0.055
           2832	 -0.045	 -0.055
           2833	 -0.045	 -0.055
           2834	 -0.040	 -0.055
           2835	 -0.055	 -0.055
           2836	 -0.065	 -0.055
           2837	 -0.080	 -0.055
           2838	 -0.090	 -0.055
           2839	 -0.080	 -0.050
           2840	 -0.065	 -0.050
           2841	 -0.050	 -0.045
           2842	 -0.050	 -0.045
           2843	 -0.050	 -0.045
           2844	 -0.055	 -0.045
           2845	 -0.070	 -0.050
           2846	 -0.060	 -0.050
           2847	 -0.065	 -0.055
           2848	 -0.065	 -0.055
           2849	 -0.080	 -0.060
           2850	 -0.065	 -0.060
           2851	 -0.055	 -0.060
           2852	 -0.045	 -0.060
           2853	 -0.045	 -0.060
           2854	 -0.045	 -0.065
           2855	 -0.055	 -0.065
           2856	 -0.065	 -0.065
           2857	 -0.065	 -0.070
           2858	 -0.075	 -0.070
           2859	 -0.075	 -0.070
           2860	 -0.065	 -0.075
           2861	 -0.040	 -0.070
           2862	 -0.040	 -0.070
           2863	 -0.035	 -0.065
           2864	 -0.040	 -0.060
           2865	 -0.045	 -0.060
           2866	 -0.060	 -0.055
           2867	 -0.055	 -0.055
           2868	 -0.075	 -0.060
           2869	 -0.070	 -0.060
           2870	 -0.055	 -0.065
           2871	 -0.035	 -0.075
           2872	 -0.045	 -0.080
           2873	 -0.045	 -0.085
           2874	 -0.055	 -0.090
           2875	 -0.065	 -0.090
           2876	 -0.070	 -0.085
           2877	 -0.075	 -0.080
           2878	 -0.090	 -0.075
           2879	 -0.070	 -0.070
           2880	 -0.055	 -0.065
           2881	 -0.050	 -0.060
           2882	 -0.040	 -0.060
           2883	 -0.040	 -0.065
           2884	 -0.040	 -0.065
           2885	 -0.065	 -0.070
           2886	 -0.060	 -0.070
           2887	 -0.085	 -0.070
           2888	 -0.075	 -0.070
           2889	 -0.075	 -0.070
           2890	 -0.050	 -0.065
           2891	 -0.030	 -0.060
           2892	 -0.010	 -0.055
           2893	  0.000	 -0.055
           2894	 -0.015	 -0.055
           2895	 -0.025	 -0.055
           2896	 -0.040	 -0.055
           2897	 -0.050	 -0.050
           2898	 -0.045	 -0.050
           2899	 -0.035	 -0.050
           2900	 -0.020	 -0.045
           2901	 -0.010	 -0.040
           2902	  0.000	 -0.035
           2903	  0.020	 -0.030
           2904	 -0.010	 -0.025
           2905	 -0.020	 -0.020
           2906	 -0.010	 -0.020
           2907	 -0.010	 -0.020
           2908	 -0.015	 -0.020
           2909	  0.000	 -0.020
           2910	  0.025	 -0.020
           2911	  0.030	 -0.015
           2912	  0.040	 -0.005
           2913	  0.040	  0.000
           2914	  0.050	  0.015
           2915	  0.055	  0.025
           2916	  0.070	  0.035
           2917	  0.070	  0.045
           2918	  0.075	  0.055
           2919	  0.085	  0.065
           2920	  0.105	  0.070
           2921	  0.120	  0.075
           2922	  0.130	  0.080
           2923	  0.135	  0.085
           2924	  0.115	  0.090
           2925	  0.110	  0.090
           2926	  0.100	  0.095
           2927	  0.085	  0.100
           2928	  0.080	  0.100
           2929	  0.100	  0.100
           2930	  0.100	  0.100
           2931	  0.110	  0.095
           2932	  0.105	  0.090
           2933	  0.115	  0.085
           2934	  0.105	  0.080
           2935	  0.105	  0.075
           2936	  0.090	  0.075
           2937	  0.095	  0.075
           2938	  0.080	  0.075
           2939	  0.085	  0.080
           2940	  0.105	  0.085
           2941	  0.105	  0.085
           2942	  0.120	  0.090
           2943	  0.120	  0.090
           2944	  0.110	  0.090
           2945	  0.090	  0.090
           2946	  0.090	  0.090
           2947	  0.080	  0.090
           2948	  0.065	  0.085
           2949	  0.075	  0.085
           2950	  0.090	  0.085
           2951	  0.095	  0.085
           2952	  0.095	  0.080
           2953	  0.120	  0.080
           2954	  0.100	  0.080
           2955	  0.090	  0.075
           2956	  0.100	  0.075
           2957	  0.085	  0.070
           2958	  0.070	  0.070
           2959	  0.070	  0.070
           2960	  0.085	  0.070
           2961	  0.100	  0.070
           2962	  0.100	  0.070
           2963	  0.090	  0.070
           2964	  0.100	  0.070
           2965	  0.085	  0.070
           2966	  0.085	  0.070
           2967	  0.070	  0.065
           2968	  0.070	  0.065
           2969	  0.075	  0.060
           2970	  0.075	  0.055
           2971	  0.070	  0.055
           2972	  0.085	  0.050
           2973	  0.070	  0.045
           2974	  0.070	  0.040
           2975	  0.055	  0.035
           2976	  0.045	  0.030
           2977	  0.030	  0.030
           2978	  0.030	  0.030
           2979	  0.050	  0.040
           2980	  0.080	  0.060
           2981	  0.140	  0.085
           2982	  0.215	  0.130
           2983	  0.260	  0.180
           2984	  0.305	  0.250
           2985	  0.365	  0.325
           2986	  0.415	  0.415
           2987	  0.495	  0.505
           2988	  0.595	  0.595
           2989	  0.730	  0.675
           2990	  0.850	  0.740
           2991	  0.865	  0.780
           2992	  0.860	  0.795
           2993	  0.810	  0.775
           2994	  0.730	  0.725
           2995	  0.635	  0.645
           2996	  0.545	  0.545
           2997	  0.425	  0.430
           2998	  0.315	  0.310
           2999	  0.205	  0.195
           3000	  0.090	  0.100
           3001	  0.010	  0.030
           3002	  0.010	 -0.015
           3003	  0.040	 -0.035
           3004	  0.030	 -0.030
           3005	  0.040	 -0.015
           3006	  0.050	  0.010
           3007	  0.070	  0.035
           3008	  0.090	  0.060
           3009	  0.115	  0.075
           3010	  0.120	  0.085
           3011	  0.130	  0.085
           3012	  0.130	  0.085
           3013	  0.120	  0.085
           3014	  0.110	  0.080
           3015	  0.105	  0.080
           3016	  0.095	  0.085
           3017	  0.085	  0.085
           3018	  0.090	  0.085
           3019	  0.100	  0.090
           3020	  0.105	  0.085
           3021	  0.110	  0.085
           3022	  0.125	  0.080
           3023	  0.125	  0.075
           3024	  0.110	  0.075
           3025	  0.105	  0.070
           3026	  0.105	  0.065
           3027	  0.085	  0.065
           3028	  0.090	  0.065
           3029	  0.105	  0.065
           3030	  0.105	  0.060
           3031	  0.110	  0.060
           3032	  0.115	  0.060
           3033	  0.120	  0.060
           3034	  0.105	  0.060
           3035	  0.095	  0.060
           3036	  0.095	  0.065
           3037	  0.085	  0.065
           3038	  0.095	  0.070
           3039	  0.110	  0.070
           3040	  0.120	  0.075
           3041	  0.125	  0.075
           3042	  0.135	  0.075
           3043	  0.145	  0.075
           3044	  0.130	  0.075
           3045	  0.110	  0.075
           3046	  0.105	  0.075
           3047	  0.110	  0.075
           3048	  0.115	  0.075
           3049	  0.130	  0.080
           3050	  0.125	  0.085
           3051	  0.145	  0.090
           3052	  0.160	  0.095
           3053	  0.150	  0.100
           3054	  0.135	  0.105
           3055	  0.120	  0.105
           3056	  0.120	  0.105
           3057	  0.120	  0.105
           3058	  0.120	  0.105
           3059	  0.135	  0.105
           3060	  0.145	  0.105
           3061	  0.165	  0.105
           3062	  0.175	  0.105
           3063	  0.165	  0.110
           3064	  0.160	  0.110
           3065	  0.165	  0.115
           3066	  0.165	  0.120
           3067	  0.150	  0.120
           3068	  0.145	  0.120
           3069	  0.155	  0.120
           3070	  0.155	  0.120
           3071	  0.155	  0.120
           3072	  0.160	  0.120
           3073	  0.145	  0.120
           3074	  0.165	  0.120
           3075	  0.175	  0.120
           3076	  0.165	  0.125
           3077	  0.155	  0.130
           3078	  0.175	  0.140
           3079	  0.190	  0.145
           3080	  0.200	  0.150
           3081	  0.225	  0.160
           3082	  0.220	  0.165
           3083	  0.230	  0.170
           3084	  0.230	  0.175
           3085	  0.240	  0.185
           3086	  0.230	  0.190
           3087	  0.225	  0.200
           3088	  0.245	  0.205
           3089	  0.255	  0.215
           3090	  0.260	  0.220
           3091	  0.290	  0.230
           3092	  0.285	  0.235
           3093	  0.270	  0.240
           3094	  0.265	  0.245
           3095	  0.295	  0.250
           3096	  0.315	  0.255
           3097	  0.300	  0.255
           3098	  0.300	  0.260
           3099	  0.300	  0.260
           3100	  0.310	  0.265
           3101	  0.325	  0.270
           3102	  0.320	  0.270
           3103	  0.325	  0.275
           3104	  0.315	  0.275
           3105	  0.315	  0.280
           3106	  0.305	  0.280
           3107	  0.300	  0.285
           3108	  0.305	  0.285
           3109	  0.315	  0.285
           3110	  0.310	  0.285
           3111	  0.310	  0.280
           3112	  0.305	  0.275
           3113	  0.295	  0.270
           3114	  0.285	  0.260
           3115	  0.270	  0.245
           3116	  0.240	  0.235
           3117	  0.225	  0.220
           3118	  0.220	  0.210
           3119	  0.220	  0.195
           3120	  0.220	  0.185
           3121	  0.210	  0.175
           3122	  0.195	  0.165
           3123	  0.165	  0.150
           3124	  0.150	  0.140
           3125	  0.140	  0.125
           3126	  0.135	  0.110
           3127	  0.100	  0.095
           3128	  0.100	  0.085
           3129	  0.095	  0.070
           3130	  0.120	  0.065
           3131	  0.105	  0.055
           3132	  0.100	  0.050
           3133	  0.080	  0.045
           3134	  0.050	  0.040
           3135	  0.035	  0.035
           3136	  0.025	  0.025
           3137	  0.015	  0.015
           3138	  0.005	  0.005
           3139	  0.020	 -0.010
           3140	  0.020	 -0.020
           3141	  0.020	 -0.030
           3142	  0.030	 -0.035
           3143	  0.015	 -0.040
           3144	 -0.010	 -0.045
           3145	 -0.035	 -0.045
           3146	 -0.030	 -0.045
           3147	 -0.020	 -0.040
           3148	 -0.015	 -0.045
           3149	 -0.010	 -0.045
           3150	  0.000	 -0.045
           3151	  0.005	 -0.050
           3152	  0.005	 -0.055
           3153	 -0.020	 -0.060
           3154	 -0.030	 -0.060
           3155	 -0.045	 -0.060
           3156	 -0.040	 -0.060
           3157	 -0.035	 -0.060
           3158	 -0.030	 -0.060
           3159	 -0.030	 -0.060
           3160	 -0.015	 -0.060
           3161	 -0.015	 -0.065
           3162	 -0.010	 -0.070
           3163	 -0.035	 -0.070
           3164	 -0.045	 -0.075
           3165	 -0.045	 -0.080
           3166	 -0.055	 -0.080
           3167	 -0.055	 -0.080
           3168	 -0.030	 -0.080
           3169	 -0.025	 -0.080
           3170	 -0.025	 -0.075
           3171	 -0.030	 -0.075
           3172	 -0.040	 -0.070
           3173	 -0.055	 -0.070
           3174	 -0.065	 -0.070
           3175	 -0.070	 -0.070
           3176	 -0.075	 -0.075
           3177	 -0.070	 -0.075
           3178	 -0.055	 -0.075
           3179	 -0.035	 -0.075
           3180	 -0.030	 -0.075
           3181	 -0.025	 -0.075
           3182	 -0.040	 -0.075
           3183	 -0.055	 -0.075
           3184	 -0.070	 -0.080
           3185	 -0.090	 -0.085
           3186	 -0.085	 -0.085
           3187	 -0.065	 -0.090
           3188	 -0.060	 -0.095
           3189	 -0.045	 -0.095
           3190	 -0.045	 -0.100
           3191	 -0.030	 -0.095
           3192	 -0.040	 -0.095
           3193	 -0.055	 -0.090
           3194	 -0.060	 -0.090
           3195	 -0.060	 -0.085
           3196	 -0.070	 -0.085
           3197	 -0.055	 -0.085
           3198	 -0.050	 -0.085
           3199	 -0.035	 -0.085
           3200	 -0.030	 -0.080
           3201	 -0.025	 -0.080
           3202	 -0.030	 -0.080
           3203	 -0.045	 -0.075
           3204	 -0.050	 -0.075
           3205	 -0.060	 -0.075
           3206	 -0.065	 -0.070
           3207	 -0.055	 -0.070
           3208	 -0.045	 -0.075
           3209	 -0.035	 -0.075
           3210	 -0.035	 -0.080
           3211	 -0.030	 -0.085
           3212	 -0.050	 -0.090
           3213	 -0.050	 -0.090
           3214	 -0.045	 -0.095
           3215	 -0.050	 -0.095
           3216	 -0.055	 -0.095
           3217	 -0.040	 -0.095
           3218	 -0.030	 -0.090
           3219	 -0.045	 -0.090
           3220	 -0.040	 -0.085
           3221	 -0.055	 -0.085
           3222	 -0.075	 -0.085
           3223	 -0.095	 -0.085
           3224	 -0.100	 -0.090
           3225	 -0.095	 -0.095
           3226	 -0.090	 -0.100
           3227	 -0.080	 -0.105
           3228	 -0.080	 -0.110
           3229	 -0.050	 -0.110
           3230	 -0.045	 -0.115
           3231	 -0.050	 -0.115
           3232	 -0.050	 -0.115
           3233	 -0.070	 -0.110
           3234	 -0.080	 -0.110
           3235	 -0.085	 -0.105
           3236	 -0.095	 -0.100
           3237	 -0.075	 -0.100
           3238	 -0.065	 -0.095
           3239	 -0.050	 -0.095
           3240	 -0.045	 -0.095
           3241	 -0.050	 -0.100
           3242	 -0.055	 -0.100
           3243	 -0.075	 -0.100
           3244	 -0.080	 -0.100
           3245	 -0.090	 -0.100
           3246	 -0.090	 -0.100
           3247	 -0.080	 -0.100
           3248	 -0.080	 -0.100
           3249	 -0.075	 -0.100
           3250	 -0.075	 -0.105
           3251	 -0.060	 -0.105
           3252	 -0.075	 -0.110
           3253	 -0.090	 -0.115
           3254	 -0.090	 -0.120
           3255	 -0.085	 -0.125
           3256	 -0.095	 -0.130
           3257	 -0.095	 -0.130
           3258	 -0.080	 -0.130
           3259	 -0.085	 -0.135
           3260	 -0.090	 -0.135
           3261	 -0.080	 -0.135
           3262	 -0.085	 -0.130
           3263	 -0.100	 -0.130
           3264	 -0.130	 -0.130
           3265	 -0.115	 -0.125
           3266	 -0.115	 -0.125
           3267	 -0.095	 -0.120
           3268	 -0.090	 -0.120
           3269	 -0.090	 -0.120
           3270	 -0.080	 -0.120
           3271	 -0.080	 -0.125
           3272	 -0.085	 -0.125
           3273	 -0.080	 -0.130
           3274	 -0.105	 -0.135
           3275	 -0.115	 -0.145
           3276	 -0.115	 -0.145
           3277	 -0.110	 -0.150
           3278	 -0.095	 -0.150
           3279	 -0.090	 -0.150
           3280	 -0.080	 -0.145
           3281	 -0.080	 -0.140
           3282	 -0.085	 -0.140
           3283	 -0.095	 -0.135
           3284	 -0.100	 -0.135
           3285	 -0.115	 -0.130
           3286	 -0.120	 -0.130
           3287	 -0.110	 -0.130
           3288	 -0.115	 -0.130
           3289	 -0.095	 -0.130
           3290	 -0.080	 -0.130
           3291	 -0.080	 -0.130
           3292	 -0.085	 -0.130
           3293	 -0.100	 -0.130
           3294	 -0.115	 -0.130
           3295	 -0.105	 -0.130
           3296	 -0.115	 -0.130
           3297	 -0.110	 -0.130
           3298	 -0.115	 -0.130
           3299	 -0.100	 -0.130
           3300	 -0.100	 -0.130
           3301	 -0.095	 -0.125
           3302	 -0.095	 -0.125
           3303	 -0.110	 -0.120
           3304	 -0.110	 -0.120
           3305	 -0.120	 -0.120
           3306	 -0.105	 -0.120
           3307	 -0.085	 -0.125
           3308	 -0.090	 -0.125
           3309	 -0.080	 -0.130
           3310	 -0.095	 -0.130
           3311	 -0.095	 -0.130
           3312	 -0.100	 -0.130
           3313	 -0.125	 -0.130
           3314	 -0.120	 -0.125
           3315	 -0.125	 -0.120
           3316	 -0.100	 -0.115
           3317	 -0.090	 -0.110
           3318	 -0.105	 -0.110
           3319	 -0.105	 -0.105
           3320	 -0.085	 -0.105
           3321	 -0.080	 -0.105
           3322	 -0.090	 -0.105
           3323	 -0.110	 -0.105
           3324	 -0.100	 -0.110
           3325	 -0.105	 -0.110
           3326	 -0.120	 -0.110
           3327	 -0.100	 -0.115
           3328	 -0.095	 -0.115
           3329	 -0.085	 -0.115
           3330	 -0.085	 -0.115
           3331	 -0.085	 -0.115
           3332	 -0.095	 -0.110
           3333	 -0.110	 -0.105
           3334	 -0.110	 -0.100
           3335	 -0.115	 -0.095
           3336	 -0.110	 -0.090
           3337	 -0.075	 -0.090
           3338	 -0.070	 -0.090
           3339	 -0.065	 -0.090
           3340	 -0.055	 -0.090
           3341	 -0.045	 -0.095
           3342	 -0.070	 -0.095
           3343	 -0.080	 -0.095
           3344	 -0.080	 -0.095
           3345	 -0.080	 -0.095
           3346	 -0.085	 -0.090
           3347	 -0.080	 -0.085
           3348	 -0.070	 -0.085
           3349	 -0.070	 -0.085
           3350	 -0.055	 -0.085
           3351	 -0.045	 -0.085
           3352	 -0.055	 -0.085
           3353	 -0.065	 -0.080
           3354	 -0.065	 -0.080
           3355	 -0.065	 -0.075
           3356	 -0.045	 -0.065
           3357	 -0.050	 -0.060
           3358	 -0.025	 -0.050
           3359	 -0.040	 -0.040
           3360	 -0.010	 -0.035
           3361	 -0.035	 -0.030
           3362	 -0.040	 -0.025
           3363	 -0.050	 -0.025
           3364	 -0.055	 -0.025
           3365	 -0.065	 -0.030
           3366	 -0.055	 -0.035
           3367	 -0.045	 -0.040
           3368	 -0.045	 -0.050
           3369	 -0.050	 -0.060
           3370	 -0.035	 -0.065
           3371	 -0.075	 -0.075
           3372	 -0.095	 -0.080
           3373	 -0.095	 -0.090
           3374	 -0.100	 -0.095
           3375	 -0.115	 -0.100
           3376	 -0.125	 -0.100
           3377	 -0.110	 -0.105
           3378	 -0.080	 -0.105
           3379	 -0.105	 -0.110
           3380	 -0.110	 -0.115
           3381	 -0.115	 -0.115
           3382	 -0.115	 -0.120
           3383	 -0.110	 -0.125
           3384	 -0.110	 -0.125
           3385	 -0.130	 -0.125
           3386	 -0.120	 -0.125
           3387	 -0.100	 -0.120
           3388	 -0.120	 -0.115
           3389	 -0.095	 -0.115
           3390	 -0.095	 -0.110
           3391	 -0.110	 -0.105
           3392	 -0.110	 -0.105
           3393	 -0.115	 -0.105
           3394	 -0.125	 -0.105
           3395	 -0.135	 -0.110
           3396	 -0.135	 -0.110
           3397	 -0.115	 -0.115
           3398	 -0.110	 -0.120
           3399	 -0.115	 -0.120
           3400	 -0.105	 -0.125
           3401	 -0.125	 -0.130
           3402	 -0.135	 -0.130
           3403	 -0.130	 -0.135
           3404	 -0.130	 -0.135
           3405	 -0.135	 -0.130
           3406	 -0.130	 -0.130
           3407	 -0.110	 -0.125
           3408	 -0.105	 -0.120
           3409	 -0.100	 -0.120
           3410	 -0.110	 -0.115
           3411	 -0.115	 -0.115
           3412	 -0.135	 -0.115
           3413	 -0.135	 -0.120
           3414	 -0.135	 -0.125
           3415	 -0.135	 -0.130
           3416	 -0.155	 -0.130
           3417	 -0.145	 -0.135
           3418	 -0.130	 -0.135
           3419	 -0.130	 -0.135
           3420	 -0.140	 -0.135
           3421	 -0.160	 -0.135
           3422	 -0.185	 -0.135
           3423	 -0.175	 -0.130
           3424	 -0.165	 -0.125
           3425	 -0.125	 -0.110
           3426	 -0.060	 -0.080
           3427	 -0.005	 -0.040
           3428	  0.045	  0.015
           3429	  0.105	  0.085
           3430	  0.180	  0.170
           3431	  0.245	  0.255
           3432	  0.330	  0.345
           3433	  0.435	  0.425
           3434	  0.515	  0.490
           3435	  0.555	  0.530
           3436	  0.555	  0.550
           3437	  0.525	  0.540
           3438	  0.480	  0.500
           3439	  0.415	  0.440
           3440	  0.360	  0.355
           3441	  0.255	  0.260
           3442	  0.135	  0.160
           3443	 -0.010	  0.060
           3444	 -0.115	 -0.030
           3445	 -0.195	 -0.100
           3446	 -0.215	 -0.155
           3447	 -0.215	 -0.190
           3448	 -0.190	 -0.205
           3449	 -0.165	 -0.200
           3450	 -0.160	 -0.185
           3451	 -0.150	 -0.160
           3452	 -0.125	 -0.130
           3453	 -0.105	 -0.105
           3454	 -0.110	 -0.085
           3455	 -0.090	 -0.075
           3456	 -0.090	 -0.065
           3457	 -0.080	 -0.065
           3458	 -0.080	 -0.065
           3459	 -0.080	 -0.065
           3460	 -0.085	 -0.065
           3461	 -0.090	 -0.060
           3462	 -0.105	 -0.060
           3463	 -0.115	 -0.060
           3464	 -0.115	 -0.060
           3465	 -0.115	 -0.065
           3466	 -0.095	 -0.070
           3467	 -0.095	 -0.075
           3468	 -0.095	 -0.080
           3469	 -0.075	 -0.085
           3470	 -0.085	 -0.085
           3471	 -0.095	 -0.085
           3472	 -0.095	 -0.080
           3473	 -0.090	 -0.075
           3474	 -0.105	 -0.065
           3475	 -0.090	 -0.060
           3476	 -0.065	 -0.055
           3477	 -0.075	 -0.050
           3478	 -0.075	 -0.050
           3479	 -0.065	 -0.050
           3480	 -0.060	 -0.050
           3481	 -0.070	 -0.055
           3482	 -0.090	 -0.055
           3483	 -0.095	 -0.055
           3484	 -0.100	 -0.055
           3485	 -0.090	 -0.055
           3486	 -0.065	 -0.050
           3487	 -0.060	 -0.050
           3488	 -0.055	 -0.045
           3489	 -0.030	 -0.045
           3490	 -0.055	 -0.045
           3491	 -0.070	 -0.045
           3492	 -0.070	 -0.045
           3493	 -0.075	 -0.045
           3494	 -0.070	 -0.045
           3495	 -0.070	 -0.045
           3496	 -0.060	 -0.045
           3497	 -0.055	 -0.045
           3498	 -0.050	 -0.040
           3499	 -0.040	 -0.040
           3500	 -0.055	 -0.035
           3501	 -0.050	 -0.030
           3502	 -0.045	 -0.020
           3503	 -0.055	 -0.015
           3504	 -0.060	 -0.010
           3505	 -0.040	 -0.005
           3506	 -0.030	  0.000
           3507	 -0.030	  0.000
           3508	 -0.020	  0.005
           3509	 -0.020	  0.005
           3510	 -0.035	  0.010
           3511	 -0.035	  0.010
           3512	 -0.035	  0.015
           3513	 -0.035	  0.020
           3514	 -0.040	  0.020
           3515	 -0.035	  0.025
           3516	 -0.005	  0.030
           3517	  0.020	  0.030
           3518	  0.020	  0.035
           3519	  0.020	  0.035
           3520	  0.010	  0.030
           3521	  0.015	  0.030
           3522	  0.010	  0.030
           3523	  0.010	  0.030
           3524	  0.015	  0.035
           3525	  0.020	  0.040
           3526	  0.025	  0.045
           3527	  0.020	  0.055
           3528	  0.035	  0.065
           3529	  0.055	  0.075
           3530	  0.065	  0.085
           3531	  0.055	  0.095
           3532	  0.060	  0.100
           3533	  0.060	  0.110
           3534	  0.070	  0.115
           3535	  0.100	  0.120
           3536	  0.115	  0.125
           3537	  0.115	  0.130
           3538	  0.105	  0.135
           3539	  0.125	  0.140
           3540	  0.125	  0.145
           3541	  0.115	  0.150
           3542	  0.105	  0.155
           3543	  0.115	  0.160
           3544	  0.110	  0.160
           3545	  0.125	  0.160
           3546	  0.125	  0.160
           3547	  0.130	  0.160
           3548	  0.145	  0.160
           3549	  0.150	  0.160
           3550	  0.135	  0.160
           3551	  0.130	  0.165
           3552	  0.130	  0.165
           3553	  0.115	  0.170
           3554	  0.110	  0.175
           3555	  0.130	  0.175
           3556	  0.135	  0.180
           3557	  0.135	  0.175
           3558	  0.130	  0.175
           3559	  0.130	  0.170
           3560	  0.115	  0.165
           3561	  0.085	  0.155
           3562	  0.075	  0.150
           3563	  0.065	  0.140
           3564	  0.060	  0.130
           3565	  0.055	  0.120
           3566	  0.050	  0.110
           3567	  0.030	  0.100
           3568	  0.040	  0.090
           3569	  0.030	  0.080
           3570	  0.020	  0.070
           3571	 -0.015	  0.060
           3572	 -0.025	  0.055
           3573	 -0.030	  0.050
           3574	 -0.030	  0.045
           3575	 -0.030	  0.040
           3576	 -0.030	  0.035
           3577	 -0.030	  0.030
           3578	 -0.020	  0.025
           3579	 -0.040	  0.020
           3580	 -0.050	  0.010
           3581	 -0.075	  0.000
           3582	 -0.085	 -0.010
           3583	 -0.080	 -0.020
           3584	 -0.080	 -0.025
           3585	 -0.065	 -0.030
           3586	 -0.070	 -0.035
           3587	 -0.065	 -0.040
           3588	 -0.055	 -0.040
           3589	 -0.075	 -0.040
           3590	 -0.090	 -0.040
           3591	 -0.115	 -0.035
           3592	 -0.100	 -0.035
           3593	 -0.110	 -0.035
           3594	 -0.115	 -0.040
           3595	 -0.105	 -0.040
           3596	 -0.095	 -0.040
           3597	 -0.090	 -0.045
           3598	 -0.075	 -0.050
           3599	 -0.060	 -0.050
           3600	 -0.095	 -0.050
           3601	 -0.100	 -0.055
           3602	 -0.125	 -0.055
           3603	 -0.115	 -0.055
           3604	 -0.115	 -0.055
           3605	 -0.100	 -0.055
           3606	 -0.100	 -0.055
           3607	 -0.100	 -0.050
           3608	 -0.090	 -0.050
           3609	 -0.090	 -0.050
           3610	 -0.100	 -0.045
           3611	 -0.110	 -0.045
           3612	 -0.105	 -0.045
           3613	 -0.115	 -0.045
           3614	 -0.105	 -0.040
           3615	 -0.090	 -0.040
           3616	 -0.080	 -0.040
           3617	 -0.075	 -0.040
           3618	 -0.075	 -0.040
           3619	 -0.095	 -0.040
           3620	 -0.100	 -0.040
           3621	 -0.105	 -0.040
           3622	 -0.120	 -0.035
           3623	 -0.120	 -0.035
           3624	 -0.115	 -0.035
           3625	 -0.095	 -0.035
           3626	 -0.095	 -0.040
           3627	 -0.090	 -0.040
           3628	 -0.070	 -0.040
           3629	 -0.095	 -0.045
           3630	 -0.095	 -0.045
           3631	 -0.090	 -0.045
           3632	 -0.105	 -0.045
           3633	 -0.110	 -0.045
           3634	 -0.090	 -0.040
           3635	 -0.070	 -0.035
           3636	 -0.070	 -0.035
           3637	 -0.070	 -0.030
           3638	 -0.070	 -0.025
           3639	 -0.085	 -0.025
           3640	 -0.100	 -0.020
           3641	 -0.100	 -0.020
           3642	 -0.100	 -0.020
           3643	 -0.110	 -0.025
           3644	 -0.110	 -0.025
           3645	 -0.090	 -0.030
           3646	 -0.090	 -0.035
           3647	 -0.070	 -0.035
           3648	 -0.070	 -0.040
           3649	 -0.075	 -0.040
           3650	 -0.095	 -0.040
           3651	 -0.110	 -0.040
           3652	 -0.100	 -0.035
           3653	 -0.100	 -0.035
           3654	 -0.095	 -0.025
           3655	 -0.095	 -0.020
           3656	 -0.080	 -0.015
           3657	 -0.075	 -0.015
           3658	 -0.050	 -0.015
           3659	 -0.065	 -0.015
           3660	 -0.085	 -0.015
           3661	 -0.090	 -0.020
           3662	 -0.110	 -0.025
           3663	 -0.115	 -0.030
           3664	 -0.100	 -0.030
           3665	 -0.095	 -0.035
           3666	 -0.085	 -0.035
           3667	 -0.065	 -0.030
           3668	 -0.060	 -0.030
           3669	 -0.065	 -0.030
           3670	 -0.095	 -0.025
           3671	 -0.120	 -0.025
           3672	 -0.100	 -0.025
           3673	 -0.100	 -0.025
           3674	 -0.105	 -0.025
           3675	 -0.085	 -0.025
           3676	 -0.075	 -0.025
           3677	 -0.075	 -0.025
           3678	 -0.070	 -0.030
           3679	 -0.085	 -0.030
           3680	 -0.100	 -0.030
           3681	 -0.115	 -0.035
           3682	 -0.120	 -0.035
           3683	 -0.115	 -0.040
           3684	 -0.100	 -0.040
           3685	 -0.080	 -0.045
           3686	 -0.090	 -0.045
           3687	 -0.090	 -0.045
           3688	 -0.070	 -0.045
           3689	 -0.095	 -0.045
           3690	 -0.115	 -0.045
           3691	 -0.115	 -0.045
           3692	 -0.115	 -0.050
           3693	 -0.120	 -0.050
           3694	 -0.115	 -0.050
           3695	 -0.095	 -0.050
           3696	 -0.100	 -0.050
           3697	 -0.095	 -0.050
           3698	 -0.075	 -0.045
           3699	 -0.095	 -0.045
           3700	 -0.110	 -0.040
           3701	 -0.125	 -0.040
           3702	 -0.120	 -0.040
           3703	 -0.100	 -0.040
           3704	 -0.115	 -0.040
           3705	 -0.110	 -0.045
           3706	 -0.100	 -0.045
           3707	 -0.080	 -0.045
           3708	 -0.095	 -0.045
           3709	 -0.095	 -0.045
           3710	 -0.110	 -0.040
           3711	 -0.130	 -0.035
           3712	 -0.120	 -0.030
           3713	 -0.125	 -0.030
           3714	 -0.120	 -0.025
           3715	 -0.110	 -0.025
           3716	 -0.105	 -0.025
           3717	 -0.095	 -0.030
           3718	 -0.100	 -0.030
           3719	 -0.105	 -0.035
           3720	 -0.120	 -0.040
           3721	 -0.120	 -0.040
           3722	 -0.125	 -0.045
           3723	 -0.120	 -0.040
           3724	 -0.105	 -0.040
           3725	 -0.095	 -0.035
           3726	 -0.095	 -0.030
           3727	 -0.090	 -0.030
           3728	 -0.100	 -0.030
           3729	 -0.105	 -0.030
           3730	 -0.115	 -0.035
           3731	 -0.115	 -0.040
           3732	 -0.140	 -0.045
           3733	 -0.135	 -0.055
           3734	 -0.120	 -0.060
           3735	 -0.120	 -0.065
           3736	 -0.110	 -0.070
           3737	 -0.105	 -0.070
           3738	 -0.095	 -0.070
           3739	 -0.115	 -0.065
           3740	 -0.130	 -0.060
           3741	 -0.130	 -0.055
           3742	 -0.115	 -0.050
